City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
stefanesti,44.8667,24.9333,34.23,96,100,2.48,RO,1610163448
codrington,-38.2667,141.9667,72.23,61,8,11.48,AU,1610163448
launceston,-41.45,147.1667,75.99,46,24,21.85,AU,1610163448
srandakan,-7.9386,110.2506,85.1,71,87,6.35,ID,1610163448
banjar,-8.19,114.9675,84.2,79,40,9.22,ID,1610163448
te anau,-45.4167,167.7167,66.56,48,27,7.0,NZ,1610163449
sam roi yot,12.2708,99.872,78.8,65,20,12.66,TH,1610163449
shieli,44.1667,66.75,11.08,76,8,2.15,KZ,1610163449
karratha,-20.7377,116.8463,100.38,28,70,4.34,AU,1610163449
mufulira,-12.5498,28.2407,61.99,98,100,3.44,ZM,1610163450
kavaratti,10.5669,72.642,82.09,76,100,8.5,IN,1610163450
bubaque,11.2833,-15.8333,78.64,64,0,12.44,GW,1610163450
myitkyina,25.3833,97.4,76.8,41,0,1.99,MM,1610163450
padang,-0.9492,100.3543,77.45,86,100,2.82,ID,1610163450
mukilteo,47.9445,-122.3046,39.99,93,1,2.66,US,1610163451
sao joao da barra,-21.6403,-41.0511,76.01,92,46,9.64,BR,1610163403
rakaia,-43.75,172.0167,69.01,65,56,5.01,NZ,1610163451
maneadero,31.7167,-116.5667,53.01,88,0,1.01,MX,1610163451
berlevag,70.8578,29.0864,19.11,93,24,19.73,NO,1610163452
roberval,48.5168,-72.2324,12.2,62,20,17.27,CA,1610163452
voh,-20.9667,164.7,85.26,75,80,2.33,NC,1610163452
tupik,54.4253,119.9327,-9.09,83,73,2.46,RU,1610163452
ubon ratchathani,15.1667,105.1667,72.0,56,0,12.66,TH,1610163452
abu zabad,12.35,29.25,63.54,29,0,11.61,SD,1610163453
balasesti,46.1,27.6667,31.73,97,100,6.29,RO,1610163453
nanortalik,60.1432,-45.2371,32.25,94,100,12.17,GL,1610163453
bandarbeyla,9.4942,50.8122,74.46,71,64,24.29,SO,1610163453
mae hong son,19.3003,97.9685,77.0,78,75,1.9,TH,1610163454
margate,51.3813,1.3862,37.99,90,78,1.99,GB,1610163454
faya,18.3851,42.4509,48.2,66,0,2.1,SA,1610163244
bento goncalves,-29.1714,-51.5192,63.0,92,0,4.16,BR,1610163376
hami,42.8,93.45,16.11,68,100,1.34,CN,1610163198
minsk,53.9,27.5667,26.6,93,75,4.47,BY,1610163170
saint-francois,46.4154,3.9054,26.01,100,77,2.51,FR,1610163455
cairns,-16.9167,145.7667,89.01,79,75,4.61,AU,1610163179
aksu,41.1231,80.2644,16.84,80,0,1.25,CN,1610163455
nivala,63.9167,24.9667,14.0,92,24,2.86,FI,1610163456
ekibastuz,51.6667,75.3667,-7.74,85,72,11.52,KZ,1610163456
la ronge,55.1001,-105.2842,10.4,85,0,2.3,CA,1610163456
polovinnoye,54.7914,65.9864,2.53,91,73,13.69,RU,1610163456
aykhal,66.0,111.5,-17.75,86,99,7.63,RU,1610163457
kolokani,13.5728,-8.0339,73.71,19,10,5.39,ML,1610163457
santana do matos,-5.9575,-36.6556,73.15,84,18,6.06,BR,1610163457
birsk,55.4211,55.5428,18.84,98,100,11.81,RU,1610163457
arlit,18.7369,7.3853,69.12,23,0,3.85,NE,1610163458
soe,-9.8607,124.284,80.19,75,84,4.61,ID,1610163458
sengiley,53.9622,48.7944,21.2,100,90,8.95,RU,1610163458
stony plain,53.5334,-114.0021,12.0,85,1,6.91,CA,1610163458
la romana,18.4273,-68.9728,69.8,94,75,4.56,DO,1610163458
haines junction,60.7522,-137.5108,19.4,93,98,1.14,CA,1610163459
dunedin,-45.8742,170.5036,61.5,63,77,15.43,NZ,1610163179
fare,-16.7,-151.0167,81.55,68,31,6.58,PF,1610163364
deep river,46.1001,-77.4995,19.4,58,1,5.75,CA,1610163459
big spring,32.2504,-101.4787,30.2,93,1,5.75,US,1610163460
zhanaozen,43.3,52.8,27.27,86,100,16.31,KZ,1610163460
talcahuano,-36.7167,-73.1167,55.4,71,40,13.8,CL,1610163315
voi,-3.3945,38.563,70.43,85,91,4.72,KE,1610163460
ewo,-0.8725,14.8206,72.05,79,67,3.2,CG,1610163460
zhezkazgan,47.8043,67.7144,-16.26,85,54,5.57,KZ,1610163461
mackay,-21.15,149.2,77.0,94,90,17.27,AU,1610163461
petropavl,54.8753,69.1628,5.0,61,0,13.42,KZ,1610163461
zavyalovo,54.5053,82.4484,-16.6,76,90,11.18,RU,1610163461
san carlos del zulia,9.0,-71.9135,73.38,88,93,3.27,VE,1610163461
novyy urengoy,66.0833,76.6333,-12.03,90,90,4.09,RU,1610163462
esso,55.9333,158.7,-0.85,82,74,1.66,RU,1610163462
butembo,0.15,29.2833,56.55,95,13,2.59,CD,1610163462
fallon,39.4735,-118.7774,41.0,52,75,12.66,US,1610163462
bagan,54.1001,77.6646,-13.31,88,100,11.97,RU,1610163463
linkou,45.3,130.2833,-4.94,83,29,4.07,CN,1610163463
rocha,-34.4833,-54.3333,59.74,90,2,3.33,UY,1610163377
innisfail,-17.5333,146.0333,82.63,84,99,8.72,AU,1610163464
marang,5.2056,103.2059,82.4,78,40,10.36,MY,1610163464
iqaluit,63.7506,-68.5145,3.2,66,75,8.05,CA,1610163464
atar,20.5169,-13.0499,61.3,70,0,7.25,MR,1610163464
tofte,59.5428,10.5614,24.8,74,90,4.61,NO,1610163464
vallenar,-28.5708,-70.7581,62.49,62,0,1.36,CL,1610163465
salinopolis,-0.6136,-47.3561,80.08,81,51,10.67,BR,1610163465
port elizabeth,-33.918,25.5701,69.8,94,90,5.75,ZA,1610163325
waddan,29.1614,16.139,63.99,29,91,4.63,LY,1610163466
chapais,49.7834,-74.8492,10.4,85,90,5.75,CA,1610163466
banda aceh,5.5577,95.3222,83.61,71,87,9.35,ID,1610163466
lhokseumawe,5.1801,97.1507,82.69,74,98,6.02,ID,1610163248
vostok,46.4856,135.8833,-12.01,78,77,3.96,RU,1610163467
ahuimanu,21.4447,-157.8378,78.8,69,40,9.22,US,1610163467
phan thiet,10.9333,108.1,80.53,58,90,11.61,VN,1610163467
itaituba,-4.2761,-55.9836,73.4,94,90,5.75,BR,1610163467
chimore,-16.9833,-65.1333,72.03,95,89,1.54,BO,1610163468
samarai,-10.6167,150.6667,85.91,73,71,11.18,PG,1610163468
faaborg,55.0951,10.2423,35.6,93,90,10.36,DK,1610163468
vila franca do campo,37.7167,-25.4333,51.8,71,40,5.75,PT,1610163468
anadyr,64.75,177.4833,-29.0,75,40,15.66,RU,1610163394
hambantota,6.1241,81.1185,75.2,100,90,3.44,LK,1610163396
mukhen,48.1,136.1,-8.18,82,99,7.2,RU,1610163469
arman,59.7,150.1667,-3.03,83,100,6.29,RU,1610163320
lorengau,-2.0226,147.2712,85.78,68,39,7.11,PG,1610163381
wanaka,-44.7,169.15,72.55,39,23,4.16,NZ,1610163224
umm kaddadah,13.6017,26.6876,62.44,30,0,12.39,SD,1610163333
langham,52.3668,-106.9679,14.0,85,1,6.91,CA,1610163470
sibi,29.5448,67.8764,57.54,32,0,2.86,PK,1610163470
capaci,38.1711,13.2393,57.2,88,40,5.75,IT,1610163470
limulunga,-15.0969,23.1376,65.98,95,92,5.64,ZM,1610163471
muzhi,65.3667,64.6667,-7.06,91,100,2.57,RU,1610163471
puerto escondido,15.85,-97.0667,75.2,83,40,4.61,MX,1610163471
qasigiannguit,68.8193,-51.1922,6.8,56,100,26.46,GL,1610163471
marawi,7.9986,124.2928,82.99,79,82,5.01,PH,1610163471
caluquembe,-13.7833,14.6833,57.33,89,100,4.25,AO,1610163472
green valley,31.8543,-110.9937,53.01,26,100,0.76,US,1610163472
cape canaveral,28.4058,-80.6048,55.4,67,40,11.5,US,1610163472
olafsvik,64.8945,-23.7142,22.73,89,93,21.61,IS,1610163472
buraydah,26.326,43.975,51.8,100,20,4.61,SA,1610163212
puyang,29.4603,119.8861,39.24,50,0,3.58,CN,1610163473
bouna,9.2667,-3.0,75.18,67,98,6.38,CI,1610163473
carson city,39.1638,-119.7674,39.2,56,1,8.05,US,1610163473
vanersborg,58.3807,12.3234,32.0,100,90,6.91,SE,1610163473
san borja,-14.8167,-66.85,73.13,95,16,0.78,BO,1610163473
los llanos de aridane,28.6585,-17.9182,57.2,67,40,6.91,ES,1610163474
maryville,35.7565,-83.9705,35.6,87,90,5.66,US,1610163443
ialibu,-6.2821,143.9935,67.19,91,100,2.55,PG,1610163474
caruray,10.3094,119.0128,87.8,70,75,19.57,PH,1610163474
bilozerka,46.6248,32.4425,32.0,100,90,11.18,UA,1610163475
mitsamiouli,-11.3847,43.2844,81.48,78,28,11.32,KM,1610163475
pauini,-7.7136,-66.9764,74.64,80,18,0.69,BR,1610163475
maningrida,-12.0667,134.2667,90.16,63,100,5.37,AU,1610163475
sandpoint,48.2766,-116.5533,30.99,93,40,1.74,US,1610163475
carupano,10.6678,-63.2585,74.21,87,34,9.15,VE,1610163476
maniitsoq,65.4167,-52.9,24.75,72,100,8.63,GL,1610163476
port lincoln,-34.7333,135.8667,78.01,47,0,9.89,AU,1610163190
kamenka,51.3223,42.7678,33.01,92,100,5.73,RU,1610163455
alexandria,31.2156,29.9553,53.6,94,0,2.3,EG,1610163477
fort nelson,58.8053,-122.7002,1.4,85,75,3.44,CA,1610163477
chake chake,-5.2459,39.7666,78.4,83,100,10.42,TZ,1610163477
port augusta,-32.5,137.7667,96.01,42,0,8.05,AU,1610163477
ozernovskiy,51.5,156.5167,25.75,83,39,15.14,RU,1610163478
glenwood springs,39.5505,-107.3248,24.01,35,90,2.8,US,1610163404
kon tum,14.35,108.0,75.6,50,6,10.89,VN,1610163478
yangjiang,21.85,111.9667,57.0,33,94,11.74,CN,1610163478
mascota,20.5167,-104.7833,71.6,83,1,2.3,MX,1610163478
hualmay,-11.0964,-77.6139,69.69,86,75,7.36,PE,1610163478
guerrero negro,27.9769,-114.0611,60.06,70,0,11.18,MX,1610163479
safaga,26.7292,33.9365,59.0,41,0,10.36,EG,1610163479
amurrio,43.05,-3.0,39.0,93,75,3.44,ES,1610163479
saint-leu,-21.15,55.2833,78.8,57,0,3.44,RE,1610163479
egvekinot,66.3167,-179.1667,-18.65,85,66,9.37,RU,1610163480
vanavara,60.34,102.2797,-7.94,86,98,6.44,RU,1610163480
jiuquan,39.7432,98.5174,11.79,67,99,1.86,CN,1610163480
wielun,51.221,18.5696,30.99,87,93,5.26,PL,1610163481
sawakin,19.1059,37.3321,75.11,75,17,5.86,SD,1610163481
outjo,-20.1167,16.15,67.89,85,100,5.95,NA,1610163481
ugra,54.7777,34.3267,20.75,97,100,6.02,RU,1610163481
ola,59.5833,151.2833,0.32,82,98,5.03,RU,1610163481
fukuma,33.7667,130.4667,33.8,75,75,14.97,JP,1610163482
grand baie,-20.0182,57.5802,79.0,82,12,8.99,MU,1610163482
mingaora,34.7758,72.3625,47.91,41,0,5.95,PK,1610163482
carauari,-4.8828,-66.8958,73.33,94,0,2.21,BR,1610163482
manta,-0.95,-80.7333,77.0,83,75,5.75,EC,1610163398
mulege,26.8833,-111.9833,53.47,57,0,1.83,MX,1610163483
warren,39.4334,-84.1666,30.99,100,90,9.22,US,1610163213
zyryanskoye,56.8306,86.6258,-14.98,87,85,12.26,RU,1610163483
coihueco,-36.6167,-71.8333,60.8,51,59,2.3,CL,1610163483
westport,41.1415,-73.3579,30.2,55,1,9.22,US,1610163483
west wendover,40.7391,-114.0733,32.0,69,90,3.44,US,1610163484
bandar-e lengeh,26.5579,54.8807,51.8,24,25,6.91,IR,1610163484
juegang,32.3174,121.1855,36.0,34,0,11.99,CN,1610163484
mosquera,4.7059,-74.2302,53.6,82,75,3.44,CO,1610163484
mangai,-4.05,19.5333,66.22,94,92,0.49,CD,1610163485
vilhena,-12.7406,-60.1458,72.09,82,93,2.51,BR,1610163419
finnsnes,69.2296,17.9811,-0.4,92,0,2.3,NO,1610163485
rawson,-43.3002,-65.1023,65.14,45,0,7.9,AR,1610163485
karakol,42.4907,78.3936,10.87,78,53,2.73,KG,1610163486
kagadi,0.9606,30.7967,61.88,92,40,1.92,UG,1610163486
champasak,14.75,106.0,73.4,46,0,9.22,LA,1610163486
kijang,35.2442,129.2139,24.8,28,0,11.5,KR,1610163486
port-gentil,-0.7193,8.7815,79.83,83,6,9.15,GA,1610163487
pandan,14.0453,124.1694,76.01,88,100,26.84,PH,1610163487
guatire,10.4762,-66.5427,77.0,69,90,6.91,VE,1610163487
kiunga,-6.1219,141.2906,92.03,49,100,3.31,PG,1610163487
nemuro,43.3236,145.575,19.4,58,20,11.5,JP,1610163487
sao joao,-8.8756,-36.3667,68.36,90,68,8.95,BR,1610163488
miquelon,47.0975,-56.3814,38.12,93,100,24.0,PM,1610163488
